filename,Head_x,Head_y,Head_z,Thorax_x,Thorax_y,Thorax_z,LShoulder_x,LShoulder_y,LShoulder_z,LElbow_x,LElbow_y,LElbow_z,LWrist_x,LWrist_y,LWrist_z,RShoulder_x,RShoulder_y,RShoulder_z,RElbow_x,RElbow_y,RElbow_z,RWrist_x,RWrist_y,RWrist_z,Hip_x,Hip_y,Hip_z,LHip_x,LHip_y,LHip_z,LKnee_x,LKnee_y,LKnee_z,LFoot_x,LFoot_y,LFoot_z,RHip_x,RHip_y,RHip_z,RKnee_x,RKnee_y,RKnee_z,RFoot_x,RFoot_y,RFoot_z,Spine_x,Spine_y,Spine_z
./002-nm-01-000/000.jpg,632.4082924226796,-73.65172140860776,536.6644326760859,674.1693846907592,-71.13658344127204,470.21851968180204,620.1196264444428,-97.95967452540337,447.5466839659193,602.9899903373085,-166.0773274802283,275.16526369897497,607.5951152099822,-131.28218550583549,92.41891504201476,736.0984112843669,-50.102552925598836,429.76902229928965,762.070134643656,-11.558762802328975,289.4739651709242,636.0265140039376,1.0992908114937237,219.73382199964294,683.23,0.0,188.90895784906252,610.4679716833931,-0.1146640881081108,200.9342518742027,561.5239732645096,175.36447533873894,0.8945026752085141,501.25520107332227,128.53268802953446,-225.43278130676327,755.9927541906271,0.11482210824709016,176.8836113167439,880.7228059459602,119.75782150836133,-22.80670341506311,1027.3622528319702,45.796547269062046,-185.01397151027277,674.8614463866995,-46.09616107470671,341.486751970715
./002-nm-01-000/001.jpg,1182.1761576339336,-182.7914924488166,523.712063819703,1244.1724682589213,-152.70066619399043,463.7710410042871,1232.5677505601664,-180.31068402681913,446.85176407836343,1234.2718078073678,-244.3190571915214,253.9093837043099,1236.4533620490313,-250.47659400798207,31.05925885757813,1263.7922034982582,-136.97231303121907,422.60131071760316,1292.3476773887514,-163.01242458726983,207.80433112375908,1231.5736537873613,-133.13382250660786,2.265316466687068,1262.86,0.0,218.49295784906258,1221.3067587496714,-8.514743022782662,227.61112498456475,1215.3771829010966,108.96895607457208,93.91745642693968,1249.7447046034965,19.342066563938317,-135.62484403921314,1304.41348862585,8.515026225346618,209.37468597128952,1276.545960356112,43.40451038072222,53.27103256817202,1217.6079003846955,13.79319379734818,-103.68783282951375,1258.999577416227,-93.67666366097384,347.2816396848757
./002-nm-01-000/002.jpg,194.04520075229476,-147.11580951965666,354.61013586925253,206.51142165707964,-139.98864209208213,304.62953160453935,112.08551735328413,-186.78219133044723,297.3077838865628,10.616182654706762,-292.84842688146375,165.77798746059602,3.6912914184433987,-240.96438940282783,-25.350951243086683,291.10550638642127,-105.83608949323775,253.68098057113036,413.6410841639348,-100.87507953642834,76.9525003335807,368.75196812536865,-114.88474830759637,-97.48423799738782,115.09199999999998,0.0,168.59395784906258,32.62653166856006,-27.638369964711455,173.3087902058619,-32.313111300859816,223.14830355277786,-46.06167578516022,76.73563372340186,124.76917387951603,-260.0905997582067,197.55806482901227,27.63865996409996,163.87913145259495,104.13819796775779,236.94535719887216,-51.48008652379576,115.3309647589115,96.82021308577951,-275.7587720297855,150.3909723115929,-88.49554101846803,264.9716246959115
./002-nm-01-000/003.jpg,1115.185832118787,-169.17344987821454,522.8671888159572,1173.3838715155096,-140.91481281656067,464.4858927412712,1158.3048015056477,-173.85975168456653,444.77362779037026,1188.0768573953533,-243.64116131253292,254.65930351150212,1208.345016824676,-253.37231691043087,36.593880229891624,1201.707472156546,-114.73481199136265,422.7688000810299,1213.5969969226446,-128.05363853658065,213.5503071140456,1103.3695370940045,-100.06002326451208,39.42859633832768,1215.93,0.0,212.55095784906257,1165.8365723944685,-8.403130919951751,221.08477586606887,1142.5631616262847,136.60661628535723,70.59696758242615,1069.3188176494116,72.52552342008448,-151.1989360745219,1266.0236643536994,8.40329254227149,204.01702359112733,1217.4028877913065,31.61417049723927,27.017299631782635,1051.1184719221756,-7.47121268090828,-123.56756959604917,1204.4176264134542,-86.30949800197719,345.40048903661796
./002-nm-01-000/004.jpg,-15.706456723352773,-154.21685988441598,428.8293209762719,3.6796344447295866,-149.4743137053156,348.024574389245,-105.18571739307203,-206.96444871400018,325.9075276187798,-254.46656139961644,-286.4949029517233,172.26830217531028,-294.6525954327628,-184.76682159730692,25.526506905580845,99.37098476103634,-98.63740404721024,298.191079821628,209.4889606218348,-51.07678426455374,107.1399673091363,186.8516530159414,-48.322578773073104,0.20349929686631185,-85.04499999999996,0.0,156.7269578490625,-176.2115447257783,-36.559274425691356,159.63602944927788,-207.9473413990349,172.7608254664368,-51.4951324901059,-39.501277905882105,23.832569941428687,-254.84436658526357,6.121907129323617,36.5596375468513,153.81790937599635,-157.57991835662375,257.9367701627832,-39.862812301480176,-174.16378017582446,79.35467944721805,-240.24817078606492,-41.87866119373128,-89.50104224162006,257.1643309514252
./002-nm-01-000/005.jpg,-188.91144852988225,246.96788060448742,530.572219812778,-154.79076631461896,185.87555809190866,434.82573325430405,-262.5860843629072,129.29487285039036,410.1096668283109,-384.54204687783647,120.957321725995,212.45033224913846,-387.8725722132035,236.95094175650485,63.63519419718625,-53.27838283262146,204.01304816219522,374.06849642466784,28.684110394317003,244.98270095131687,156.00193699998454,-35.50064900661182,307.6474671653299,30.220140882778423,-149.82799999999997,0.0,162.5639578490625,-246.37003674828895,-37.590447334174655,164.61457064508215,-364.11325072071617,179.00897088031644,-66.09245943879887,-205.96292156317853,-149.40444997457962,-255.98456246384723,-53.285299568943856,37.59088983644908,160.5133314845216,-131.60196967485007,268.56491793823466,-87.02819078818698,-24.31324698403995,-79.6423707580928,-255.09619181673156,-155.87176673482543,67.46373761267111,304.8893218973085
./002-nm-01-000/006.jpg,1041.228077747107,-99.15919157340987,514.6608511722958,1096.2985501110209,-85.81375099889904,458.9731776403959,1068.0249059536745,-108.97925978440502,441.36388823543905,1087.524928401581,-191.24526858111312,269.5681578988475,1130.6320845083344,-181.91989628008375,54.113361658129634,1139.8524811012016,-78.89413425101276,423.3929095627252,1153.1118696343551,-94.11892873875932,232.12217623793572,1031.2889310786327,-54.4683520190941,43.09951563690174,1145.16,0.0,200.83695784906251,1073.640241563482,9.333474368405904,217.64158689592932,1046.832044386895,172.65069024500139,77.416038950499,1018.3982780364087,88.5583427172863,-116.91104241975216,1216.6803848225443,-9.333395754628098,184.03220758262387,1398.3809400422167,102.08872605244193,30.05485258681938,1576.8008582327147,53.91256973241401,-32.07993302708155,1121.6905171990684,-55.16754160291426,342.7060525527114
./002-nm-01-000/007.jpg,1016.3727048760743,-100.41137620081972,479.634957558339,1073.7125939875834,-84.73082789858405,431.6196955187588,1047.63227545193,-114.78464855526238,416.56444856513804,1064.1226064639034,-206.3134666504565,245.2927220659392,1090.8224724751005,-188.07582580269752,29.282469824260602,1117.295118389718,-73.34065433962381,394.9056412655516,1154.1229645925464,-80.70185689641954,203.67178928560475,1018.8232726106438,-40.824686051761105,22.755619969402346,1124.62,0.0,195.07995784906257,1056.9377055901543,0.3004513897562944,212.70794213125635,1037.8361822539453,149.69493191892914,63.212525487595826,1060.8747222918098,47.41777116854003,-140.92332055572143,1192.302852685006,-0.30024069839454837,177.45186387966328,1330.485325645354,112.55053657397495,8.90659555644254,1549.6437114360933,58.12884473752898,-47.86344771531441,1101.0466959931885,-55.535532387136996,327.71464907045527
./002-nm-01-000/008.jpg,1017.2950385572742,-109.88118115573215,493.83612171303344,1074.0567504615535,-93.66847217307216,445.842689078238,1037.961594222716,-121.88153197622927,429.49112597909175,1042.5797214610454,-209.90805479691713,258.21749456034854,1070.7420945855686,-186.00013062483598,35.91301877236958,1125.5662418715156,-84.04725790991989,409.2394271704827,1156.053132433847,-88.90318953954821,216.77971170101898,1036.598999475248,-40.756622403391496,32.20103803711527,1109.93,0.0,197.95895784906247,1034.1686946701532,0.6720600021783447,215.82839693085464,1048.0583061261495,152.89559761916328,58.68928502617928,1097.4871963005223,50.9103947823812,-143.925971576076,1185.69189654111,-0.671851457185748,180.08941043488608,1290.4038359258377,120.73197722276575,6.698760928840329,1504.5521963798724,65.33514008698788,-46.97670435522309,1094.713184972883,-61.61390574538656,336.4281737451805
./002-nm-01-000/009.jpg,990.1440423150015,-91.69960386295756,534.7905297766443,1054.7626056512743,-82.89117399630757,475.24410871499015,1017.1380877681096,-123.31465205267048,456.2508969713623,1012.3523876078983,-205.88078485558742,268.95546810548353,1005.2102291810082,-156.34140064197976,56.68717423884391,1108.3430913911213,-62.92243891090533,436.19975340245696,1148.5912193558804,-53.595523692516906,239.26969456781387,1028.587879624521,1.228439853972219,61.05279131628674,1098.06,0.0,209.69095784906256,1024.1516194303108,-14.40862674945907,223.17693985160702,1032.277308363273,130.05930388664197,51.09156552935542,1123.678690353415,5.597554944511785,-166.0096720636605,1171.9688754053811,14.4090066217829,196.20490738327464,1191.6302063571384,139.40545286156248,7.01998136492864,1403.5563100921088,68.25357984628194,-65.2532765602271,1084.1340132071052,-56.170223277008766,354.04027316953795
